temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,hour,normal,economic_schedule,self-consumption,injection,shortwave_radiation_x,direct_radiation_x,diffuse_radiation_x,direct_normal_irradiance_x,terrestrial_radiation_x,shortwave_radiation_instant_x,direct_radiation_instant_x,diffuse_radiation_instant_x,direct_normal_irradiance_instant_x,terrestrial_radiation_instant_x,sunshine_duration,shortwave_radiation_y,direct_radiation_y,diffuse_radiation_y,direct_normal_irradiance_y,terrestrial_radiation_y,shortwave_radiation_instant_y,direct_radiation_instant_y,diffuse_radiation_instant_y,direct_normal_irradiance_instant_y,terrestrial_radiation_instant_y,shortwave_radiation_sum,month,broken clouds,few clouds,heavy intensity rain,light rain,moderate rain,overcast clouds,scattered clouds,sky is clear
0.33678756476683935,0.36144301470588236,0.3236081370449679,0.3167996011964107,0.825,0.7654320987654321,0.17210144927536233,0.87,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3246977547495682,0.34949448529411764,0.37660599571734477,0.3133100697906281,0.85,0.7777777777777778,0.16032608695652176,0.91,0.043478260869565216,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.311127559832223,0.3368566176470589,0.35760171306209854,0.30159521435692915,0.825,0.8024691358024691,0.17210144927536233,0.93,0.08695652173913043,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3032321736984949,0.32950367647058826,0.29389721627408993,0.2891326021934197,0.825,0.8148148148148148,0.16213768115942032,0.95,0.13043478260869565,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3032321736984949,0.32996323529411764,0.27917558886509636,0.2891326021934197,0.825,0.8271604938271605,0.16032608695652176,0.93,0.17391304347826086,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3034789045151739,0.329733455882353,0.3308351177730193,0.2891326021934197,0.85,0.8148148148148148,0.17934782608695654,0.9,0.21739130434782608,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3032321736984949,0.328125,0.3147751605995717,0.2891326021934197,0.85,0.7901234567901234,0.17391304347826086,0.83,0.2608695652173913,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.7272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3195164075993091,0.34191176470588236,0.29389721627408993,0.3028414755732801,0.85,0.7283950617283951,0.20652173913043478,0.87,0.30434782608695654,0.0,0.0,0.0,None,9.0,3.0,6.0,37.5,49.9,21.5,7.2,14.4,82.0,119.3,0.0,9.0,3.0,6.0,37.47013,49.856937,21.52918,7.1763935,14.352787,82.04276,119.26432,17.84,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3903281519861831,0.4126838235294118,0.33217344753747324,0.3721335992023928,0.875,0.691358024691358,0.18931159420289856,0.65,0.34782608695652173,0.0,0.0,0.0,None,130.0,83.0,47.0,455.9,248.3,195.9,125.1,70.8,455.9,374.1,3600.0,130.0,83.0,47.0,455.87064,248.25127,195.92165,125.08844,70.83321,455.87064,374.1369,17.84,0.7272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.457192203306193,0.47633272058823534,0.43388650963597436,0.44142572283150544,0.875,0.5925925925925926,0.15398550724637683,0.18,0.391304347826087,0.0,0.0,0.0,None,310.0,241.0,69.0,670.1,490.4,379.8,295.2,84.5,670.1,600.8,3600.0,310.0,241.0,69.0,670.0924,490.39685,379.78046,295.2487,84.53178,670.0924,600.7843,17.84,0.7272727272727273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
