temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,hour,normal,economic_schedule,self-consumption,shortwave_radiation_sum,month,broken clouds,few clouds,heavy intensity rain,light rain,moderate rain,overcast clouds,scattered clouds,sky is clear
0.040037368210329646,0.048242705570291776,0.04500829187396352,0.03393764084625475,0.43333333333333335,0.9753086419753086,0.18627450980392155,1.0,0.0,0.0,0.1685312161674486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0419057787268117,0.05029840848806366,0.04736318407960199,0.035518482392115976,0.4,0.9753086419753086,0.20196078431372547,1.0,0.043478260869565216,0.0,0.20822807650667627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.04210596556786335,0.0504973474801061,0.04752902155887231,0.03861289563082305,0.36666666666666664,0.9753086419753086,0.2705882352941176,1.0,0.08695652173913043,0.0,0.12486466979429808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.04230615240891499,0.050729442970822276,0.04265339966832504,0.03861289563082305,0.3333333333333333,0.9753086419753086,0.3441176470588235,1.0,0.13043478260869565,0.0,0.09743774810537713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.042239423461897775,0.0506631299734748,0.04265339966832504,0.03861289563082305,0.3,0.9753086419753086,0.43725490196078426,1.0,0.17391304347826086,0.0,0.09094189823168532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.04260643267049246,0.051061007957559676,0.046334991708126036,0.04197638828159161,0.26666666666666666,0.9753086419753086,0.6117647058823529,0.99,0.21739130434782608,0.0,0.09202453987730062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.044341385292940086,0.05295092838196286,0.04938640132669983,0.042985436076822175,0.26666666666666666,0.9753086419753086,0.8264705882352942,1.0,0.2608695652173913,0.0,0.09238542042583905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.04794474843186975,0.05669761273209549,0.05187396351575456,0.04533988093236017,0.3,0.9506172839506173,0.8088235294117646,1.0,0.30434782608695654,0.0,0.09491158426560808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.05294941945816096,0.060809018567639254,0.05475953565505805,0.04533988093236017,0.3,0.7530864197530864,0.8009803921568627,1.0,0.34782608695652173,0.08133688257911861,0.0,0.0017226528854435831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0523154944614974,0.060013262599469486,0.05164179104477612,0.04533988093236017,0.26666666666666666,0.7407407407407407,0.8098039215686276,1.0,0.391304347826087,0.09790002957704823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
